MANUFACTURE,BRAND,ITEMDESC,QTY,UNIT,PACKSIZE,PACKTYPE,MATCHED,nitemcode,company,brand,itemdesc,qty,uomdesc,pack_size,packaging,ERROR,ProductName,Suggestion
EKATERRA  CEYLON (PVT) LTD ,RASA KAHATA,RASA KAHATA/50/GM/PLPCH/PURE CEYLON BLACK TEA,50.0,GM,50GM,PLPCH ,1,,,,,,,,,MANUFACTURE,,58131
PURE BLEND (PVT) LTD,PURE BLEND,PURE BLEND/50/G/CHILLI PIECES/PLUPCH,50.0,GM,50G,PLUPCH,0,64043.0,PURE BLEND (PVT) LTD,PURE BLEND,PURE BLEND CHILLI PIECES 50 GM PLPCH (PURE BLEND),50.0,GM,50.00 GM,PLPCH,,PURE BLEND CHILLI PIECES,
PARAKUM PRODUCTS (PVT) LTD,ELEPHANT ,ELEPHANT /60/ML/PLBOT/BINDER GLUE,60.0,ML,60ML,PLBOT ,1,,,,,,,,,MANUFACTURE,,
UNILEVER SRI LANKA LTD,SUNSILK,"SUNSILK/80/ML/PLBOT /NOURISHING SOFT AND SMOOTH SHAMPOO WITH EGG PROTEIN,ALMOND OIL AND VITAMIN C WITH ACTIV-MIX FREE LUX 70 GM BRIGHT GLOW WITH VITAMIN C + E SOAP",80.0,ML,80ML,PLBOT ,0,63947.0,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK NOURISHING SOFT & SMOOTH SHAMPOO WITH EGG PROTEIN ALMOND OIL & VITAMIN C ACTIV MIX 80 ML PLBOT + FREE LUX BRIGHT GLOW ROSE & VIT C+E SOAP 70 GM EWRPK,80.0,ML,80.00 ML,PLBOT,,"SUNSILK NOURISHING SOFT & SMOOTH SHAMPOO WITH EGG PROTEIN, ALMOND OIL & VITAMIN C ACTIV",
MY COLA BEVERAGES PVT LTD,MY TAMARIND,MY TAMARIND/750/ML/PLBT/TAMARIND FLAVOURED DRINK,750.0,ML,750 ML,PLBT,1,,,,,,,,,MANUFACTURE,,
NATURE'S BEAUTY CREATIONS LTD,BONITA,BONITA/65/GM/CDBOX/ELEGANT BEAUTY EL GERANIO,65.0,GM,65 GM,CDBOX ,1,,,,,,,,,BRAND,,
NATURE'S BEAUTY CREATIONS LTD,BONITA,BONITA/65/GM/CDBOX/ELEGANT BEAUTY EL JACINTO,65.0,GM,65 GM,CDBOX ,1,,,,,,,,,BRAND,,
GREEN LANKA COSMETICS CO.,SUDUMAL,SUDUMAL/450/GM/EWRPK/3 IN 1,450.0,GM,450GM,EWRPK,1,,,,,,,,,MANUFACTURE,,
UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK /80ML/PBT/NOURISHING SOFT SAMPOO/FREE LUX BRIGHT GLOW ROSE 70G,80.0,ML,80ML,PBT,1,,,,,,,,,PACKTYPE,,63947
GALGEDARA MARKETING (PVT) LTD,LEAVES,LEAVES/200CR/,200.0,CR,200CR,P,1,,,,,,,,,PACKSIZE,,64025
GALGEDARA MARKETING (PVT) LTD,LEAVES,LEAVES/120 CR/,,,LEAVES ,,1,,,,,,,,,PACKSIZE,,64024
GALGEDARA MARKETING (PVT) LTD,LEAVES,LEAVES /40PAGES/DROVINGBOOK,40.0,,40,P,1,,,,,,,,,PACKSIZE,,64022
GALGEDARA MARKETING (PVT) LTD,LEAVES,LEAVES /80/BLANK BOOK,80.0,PAGES,80 PAGES,P,1,,,,,,,,,PACKSIZE,,64023
UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /JASMINE ,110.0,GM,110G*2,POCH ,1,,,,,,,,,PACKSIZE,,63595
NADETH SPECIAL PRODUCT ,NADITH ,NADITH /50G/POCH PACK /TURMERIC POWDER /,50.0,GM,50G,POCH ,1,,,,,,,,,MANUFACTURE,,63999
ATLAS AXILLIA CO. (PVT) LTD,ATLAS,"ATLAS / 80 / PAGES / B5 SQUARE RULE 1/2""",80.0,PAGES,80 PAGES,BOOK,1,,,,,,,,,PACKSIZE,,64031
NEW WASANA PRODUCTS ,ONE SHOT,ONE SHOT/100/ML/PLBOT/CLOROX,100.0,ML,100 ML,PLBOT ,2,,,,,,,,,ITEMDESC,CLOROX,
VELOX PERSONAL CARE,VELOX,VELOX DISH WASH WITH FRESH LEMON/500/ML/PLBOT,500.0,ML,500ML,PLBOT,1,,,,,,,,,MANUFACTURE,,
PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE FULL CREAM MILK POWDER 400 GM PLPCH SAVE 50/=,400.0,GM,400 GM ,PLPCH,0,63955.0,PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE FULL CREAM MILK POWDER 400 GM PLPCH + SAVE RS 50,400.0,GM,400.00 GM,PLPCH,,Pelwatte Full Cream Milk Powder,
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/25/GM/PLPCH/REAL COCONUT MILK POWDER ,25.0,GM,25 GM,PLPCH,0,63953.0,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 25 GM PLPCH,25.0,GM,25.00 GM,PLPCH,,Maggi Real Coconut Milk Powder,
ICL MARKETING,BLACK KNIGHT,BLACK KNIGHT/18.5/ML/DARK NIGHT POCKET PERFUME ,18.5,ML,18.5ML,,1,,,,,,,,,PACKSIZE,,64006
PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE/400/GM/PLPCH/FULL CREAM MILK POWDER SAVE RS.50,400.0,GM,400GM ,PLPCH ,0,63955.0,PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE FULL CREAM MILK POWDER 400 GM PLPCH + SAVE RS 50,400.0,GM,400.00 GM,PLPCH,,Pelwatte Full Cream Milk Powder,
AUSSEE OATS MILLING PVT LTD,OATEO,OATEO/500/GM/PLPCH/JUMBO ROLLED OATS,500.0,GM,500GM,PLPCH ,0,64002.0,AUSSEE OATS MILLING PVT LTD,OATEO,OATEO JUMBO ROLLED OATS 500 GM PLPCH,500.0,GM,500.00 GM,PLPCH,,OATEO JUMBO ROLLED OATS,
ICL MARKETING,BLACK KNIGHT,BLACK KNIGHT/18.5/ML/FRESH EXTREME POCKETS PERFUME ,18.5,ML,18.5ML,,1,,,,,,,,,PACKSIZE,,64007
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/GM/CDBOX/KOHOMBA AYURVEDA SOAP ,75.0,GM,75GM ,CDBOX ,1,,,,,,,,,PACKSIZE,,64208
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS/100/ML/CDBOX/ACTIVE FLORAL BABY COLOGNE FREE + PEARS/90/GM/CDBOX/RATHMAL & KOKUM BABY SOAP ,100.0,ML,100ML,CDBOX ,2,,,,,,,,,ITEMDESC,"1. Active Floral Baby Cologne Free + Pears
   2. Rathmal & Kokum Baby Soap",
A.S.K.OSUSALA,ASK HAIR SHAMPOO ,ASK HERBALS/200/ML/PLBOT/CLEAN STRONG & HEALTHY HAIR FOR ALL TYPES OF HAIR SHAMPOO ,200.0,,200,ML,1,,,,,,,,,MANUFACTURE,,
A.S.K.OSUSALA,ASK HAIR CONDITIONER ,ASK HERBALS/200/ML/PLBOT/CLEAN STRONG & HEALTH HAIR FOR ALL TYPES OF HAIR CONDITIONER ,200.0,,200,ML,1,,,,,,,,,MANUFACTURE,,
A.S.K.OSUSALA,ASK HERBALS ,ASK HERBALS/200/ML/PLBOT/FAIRNESS BODY LOTION ,200.0,,200,ML,1,,,,,,,,,MANUFACTURE,,
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/GM/CDBOX/VENIVEL AYURVEDA SOAP,75.0,GM,75GM ,CDBOX ,1,,,,,,,,,PACKSIZE,,64208
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/25/GM/PLPCH/REAL COCONUT MILK POWDER ,25.0,GM,25GM ,PLPCH ,0,63953.0,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 25 GM PLPCH,25.0,GM,25.00 GM,PLPCH,,Maggi Real Coconut Milk Powder,
CEYLON BISCUITS LIMITED,MUNCHEE CAROL COOKIES,MUNCHEE CAROL COOKIES/85/GM/PLPCH,85.0,GM,85GM,PLPCH ,1,,,,,,,,,BRAND,,64092
SIDDHALEPA AYURVEDA EXPORTS,KEKULU,"KEKULU/70/GM/CDB/KING COCONUT OIL, SANDALWOOD, AROODA, JASMINE, KOKUM POTHU/SAVE RS.15/=",70.0,GM,70GM ,CDB,2,,,,,,,,,ITEMDESC,"King Coconut Oil, Sandalwood, Arooda, Jasmine, Kokum Pothu",
UNILEVER LANKA CONSUMER LTD ,VIM,VIM/500/ML/PBT/LIME FRESH DISHWASH LIQUID/SAVE RS. 50/=,500.0,ML,500ML ,PBT,1,,,,,,,,,MANUFACTURE,,63992
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA/67/GM/EWREP/LEMONGRASS FOR A PLAYFUL CITRUSY SENSATION ,67.0,GM,67GM,EWREP ,1,,,,,,,,,PACKTYPE,,63961
HEMAS MARKETING,DIVA FRESH,DIVA FRESH/1000/GM/PLPCH/GARDENIA & ROSE 3 IN 1 LONG LASTING FRESHNESS ,1000.0,GM,1000GM,PLPCH ,2,,,,,,,,,ITEMDESC,DIVA FRESH/GARDENIA & ROSE 3 IN 1 LONG LASTING FRESHNESS,
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/125/GM/CDB/REAL COCONUT MILK POWDER ,125.0,GM,125GM,CDB,0,64057.0,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 125 GM CDBOX,125.0,GM,125.00 GM,CDBOX,,Maggi Real Coconut Milk Powder,
FONTERRA BRANDS LANKA (PVT)LTD,RED COW,REDC0OW / 18 / GM / PLPCH  / SUGAR ADDED MILK MIX ,18.0,GM,18 GM,PLPCH ,0,63829.0,FONTERRA BRANDS LANKA (PVT)LTD,RED COW,RED COW - SUGAR ADDED MILK MIX 18 GM PLPCH,18.0,GM,18.00 GM,PLPCH,,RED COW - SUGAR ADDED MILK MIX,
SWADESHI INDUSTRIAL WORKS LTD,BLACK EAGLE,BLACK EAGLE/MUSK/COLOGNE SPRAY/100 ML/CDBOX,100.0,ML,100 ML,CDBOX,0,64004.0,SWADESHI INDUSTRIAL WORKS LTD,BLACK EAGLE,BLACK EAGLE MUSK COLOGNE SPRAY 100 ML CDBOX,100.0,ML,100.00 ML,CDBOX,,Black Eagle Musk Cologne Spray,
BELLOSE LANKA LTD,BELLOSE,BELLOSE/HAIR LOSS CONTROL/KERATINE/CONDITIONER/210 ML/PLBOT,210.0,ML,210 ML,PLBOT,0,63976.0,BELLOSE LANKA LTD,BELLOSE,BELLOSE HAIR LOSS CONTROL KERATIN CONDITIONER 210 ML PLBOT,210.0,ML,210.00 ML,PLBOT,,BELLOSE HAIR LOSS CONTROL KERATIN CONDITIONER,
BELLOSE LANKA LTD,BELLOSE,BELLOSE/PERFECT STRAIGHT/KERATIN/CONDITIONER/210 ML/PLBOT,210.0,ML,210 ML,PLBOT,0,63975.0,BELLOSE LANKA LTD,BELLOSE,BELLOSE PERFECT STRAIGHT KERATIN CONDITIONER 210 ML PLBOT,210.0,ML,210.00 ML,PLBOT,,BELLOSE PERFECT STRAIGHT KERATIN CONDITIONER,
GLAXO SMITHKLINE BEECHAM,SENSODYNE,SENSODYNE/SOFT/SENSITIVE/TOOTH BRUSH/1 NOS,1.0,NOS,1 NOS,NONE,1,,,,,,,,,PACKSIZE,,63964
LANKA CANNERIES,MD,MD/MUSTARD CREAM/170/G/RGB/,170.0,GM,170G,RGB,1,,,,,,,,,MANUFACTURE,,
HEMAS MANUFACTURING [PVT] LTD,VELVET,VELVET/200/ML/PBT/GLOW PERFECT SHEA BUTTER SAFFRON EXTRACT ,200.0,ML,200 ML,PBT,1,,,,,,,,,MANUFACTURE,,63984
BELLOSE LANKA LTD,BODY DOO,BODY DOO / 200/ ML/ PBT/ ALOE HYDRATION BODY DOO ,200.0,ML,200 ML,PBT,1,,,,,,,,,PACKTYPE,,63967
BELLOSE LANKA LTD,BODY DOO,BODY DOO/200/ML/PBTRESTORING CARE BODY LOTION,200.0,ML,200 ML,PBT,1,,,,,,,,,PACKTYPE,,63968
BATUWANGALA TEA DISTRIBUTORS,RANLANDA B THE,RANLANDA THE/400/GM/PLPCH/RANLANDA BLACK THE,400.0,GM,400 GM,PLPCH,1,,,,,,,,,MANUFACTURE,,
IMPORTED,AKOYA BLUE ,AKOYA BLUE PARIS EAU DE PARFUM NATURAL SPRAY 60 ML CDBOX,60.0,ML,60 ML,CDBOX,1,,,,,,,,,BRAND,,
IMPORTED,MISS UNIVERSE,MISS UNIVERSE RIIFFS EAU DE PARFUM NATURAL SPRAY 100 ML CDBOX,100.0,ML,100 ML,CDBOX,1,,,,,,,,,BRAND,,
IMPORTED,CHICHI,CHICHI EAU DE TOILETTE NATURAL SPRAY 100 ML CDBOX,100.0,ML,100 ML,CDBOX,0,64008.0,IMPORTED,CHICHI,CHICHI (IMPORTED) EAU DE TOILETTE NATURAL SPRAY VAPORISATEUR 100 ML CDBOX,100.0,ML,100.00 ML,CDBOX,,CHICHI Eau de Toilette,
IMPORTED,MISS WORLD,MISS WORLD FOR HER RIIFFS EAU DE PARFUM NATURAL SPRAY 100 ML CDBOX,100.0,ML,100 ML,CDBOX,1,,,,,,,,,BRAND,,
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA/67/G/PLPCH/LEMONGRASS ,67.0,,67/G,PLPCH ,1,,,,,,,,,PACKSIZE,,63961
DUMBARA NATURAL FOODS (PVT) LTD,DUMBARA ,DUMBARA/200/GM/MANGO DRINK/PLBOT,200.0,GM,200 GM,PLBOT,1,,,,,,,,,MANUFACTURE,,14605
WIJAYA PRODUCTS (PVT) LTD,WIJAYA ,WIJAYA/50G/PLPCH/BOPF TEA,50.0,GM,50G,PLPCH ,2,,,,,,,,,ITEMDESC,BOPF TEA,
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/25G/PLPCH/REAL COCONUT MILK POWDER,25.0,GM,25G,PLPCH ,0,63953.0,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 25 GM PLPCH,25.0,GM,25.00 GM,PLPCH,,Maggi Real Coconut Milk Powder,
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA BABY/30ML/CDBOX/FLORAL KOHOMBA WITH RATHMAL AND ROSE WATER,30.0,ML,30ML,CDBOX ,0,64009.0,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA BABY FLORAL - KOHOMBA WITH RATHMAL AND ROSE WATER BABY COLOGNE 30 ML CDBOX,30.0,ML,30.00 ML,CDBOX,,KHOMBA BABY FLORAL,
SIDDHALEPA AYURVEDA EXPORTS,KEKULU,"KEKULU/70G/CDBOX/KING COCONUT, LOOTHSUBUTU, KOMARIKA SAVE RS 15.00",70.0,GM,70G ,CDBOX ,2,,,,,,,,,ITEMDESC,King Coconut,
SIDDHALEPA AYURVEDA EXPORTS,KEKULU,"KEKULU/70G/ CDBOX/KING COCONUT, SUDU HADUN, ARUDHA,SAMANPICCHA,KOKUM POTHU SAVE RA 15.00",70.0,GM,70G ,CDBOX ,2,,,,,,,,,ITEMDESC,"King Coconut, Sudu Hadun, Arudhya, Samanpiccha, Kokum Pothu",
LITTLE LION ASSOCIATES,LITTLE LION,LITTLE LION/200/GM/CDBOX/SOFT LOG SPONGE ROLL CHOCOLATE FLAVOURED ,200.0,GM,200 GM,CDBOX ,0,64033.0,LITTLE LION ASSOCIATES,LITTLE LION,LITTLE LION SOFT LOG SPONGE ROLL CHOCOLATE FLAVOURED 200 GM CDBOX,200.0,GM,200.00 GM,CDBOX,,Little Lion Soft Log Sponge Roll Chocolate Flavoured,
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/25/GM/PLPCH/REAL COCONUT MILK POWDER ,25.0,GM,25 GM,PLPCH,0,63953.0,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 25 GM PLPCH,25.0,GM,25.00 GM,PLPCH,,Maggi Real Coconut Milk Powder,
SILVERMILL NATURAL BEVERAGE (PVT)LTD,SILVERMILL ,SILVERMILL COCONUT MILK 180ML,180.0,ML,180ML,TPK,1,,,,,,,,,MANUFACTURE,,63986
SAMMANA STATIONER (PVT) LTD,SAMMANEE,SAMMANEE - BINDER GLU 40GM,40.0,GM,40GM,PLBOT,0,64027.0,SAMMANA STATIONER (PVT) LTD,SAMMANEE,SAMMANEE - BINDER GLUE 40 GM PLBOT,40.0,GM,40.00 GM,PLBOT,,SAMMANEE - Binder Glue,
RUHUNU ROYAL INDUSTRIES,RUHUNU ROYAL,RUHUNU ROYAL/50/GM/PLPCH/ROASTED CURRY POWDER ,50.0,GM,50GM,PLPCH,1,,,,,,,,,MANUFACTURE,,
DIYON FOOD PRODUCTS,RUHUNU ROYAL,DIYON FOOD/50/GM/PLPCH/PEPPER POWDER ,50.0,GM,50GM,PLPCH,1,,,,,,,,,MANUFACTURE,,
COCA-COLA BEVERAGES,KINLEY SODA,KINLEY/750/ML/PET/SODA,750.0,ML,750ML,PET,0,14611.0,COCA-COLA BEVERAGES,KINLEY SODA,KINLEY SODA-PET 750 ML,750.0,ML,750.00 ML,PET,,KINLEY SODA,
CARE SUPER CLEAN PRODUCT (PVT) LTD,LAKDINU DEDUNU LIGHT,"LAKDINU/150/GM/EWRPK/DEDUNU LIGHT, DETERGENT SOAP ",150.0,GM,150GM,EWRPK ,1,,,,,,,,,MANUFACTURE,,
ROYAL GRINDING MILLS ,ROYAL,ROYAL/50/GM/PLPCH/CURRY POWDER ,50.0,GM,50GM,PLPCH ,1,,,,,,,,,MANUFACTURE,,
MADUMALI PRODUCTS,MADUMALI,MADUMALI/1KG/POCH /CURRY POWDER ,1.0,KG,1KG,POCH ,1,,,,,,,,,MANUFACTURE,,
UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /JASMINE ,110.0,GM,110G*2,POCH ,1,,,,,,,,,PACKSIZE,,63595
GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL,VENDO VENIVAL/90G/CD/TURMERIC VENIVAL,90.0,GM,90G,CD,1,,,,,,,,,BRAND,,64181
KDU EXPORTS (PVT) LTD,TEEJA,TEEJA/50G/POCH /THADA KAHATA,50.0,GM,50G,POCH ,1,,,,,,,,,BRAND,,35661
NATURE'S BEAUTY CREATIONS LTD,BONITA,"BONITA/65/GM/CDBOX/ELEGANT BEAUTY, EL GERANIO",65.0,GM,65GM,CDBOX ,1,,,,,,,,,BRAND,,
NATURE'S BEAUTY CREATIONS LTD,BONITA,"BONITA/65/GM/CDBOX/ELEGANT BEAUTY,EL JACINTO",65.0,GM,65GM,CDBOX ,1,,,,,,,,,BRAND,,
UNILEVER SRI LANKA LTD,POND'S,PONDS/15/GM/CDBOX/BRIGHT BEAUTY NIACINAMIDE 98% PURE VITAMIN B3 ANTI-SPOT FORMULA SERUM CREAM,15.0,GM,15 GM,CDBOX ,2,,,,,,,,,ITEMDESC,Bright Beauty Niacinamide 98% Pure Vitamin B3 Anti-Spot Formula Serum Cream,
PT.UNZA VITALIS,ENCHANTEUR,"ENCHANTEUR/100/ML/PLBOT/CHARMING VISIBLY RADIANT SKIN VITAMIN A,C,E & NIACINAMIDE",100.0,ML,100 ML,PLBOT ,1,,,,,,,,,MANUFACTURE,,
UNILEVER SRI LANKA LTD,VASELINE,VASELINE/100/ML/PLBOT/DEEP RESTORE 24 HR VASELINE JELLY,100.0,ML,100 ML,PLBOT ,2,,,,,,,,,ITEMDESC,Deep Restore 24 HR Vaseline Jelly,
ACE HEALTHCARE PVT LTD,SWABHA CEYLON,SWABHA CEYLON/200/ML/PLBOT/NATURAL BRIGHTENING BODY LOTION LICORICE KARANDA NATURAL SPF ALL SKIN TYPES,200.0,ML,200 ML,PLBOT ,0,48192.0,ACE HEALTHCARE PVT LTD,SWABHA CEYLON,SWABHA CEYLON NATURAL BRIGHTENING BODY LOTION 200 ML PBT,200.0,ML,200.00 ML,PLBOT,,SWABHA CEYLON NATURAL BRIGHTENING BODY LOTION,
UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK/80/ML/PLBOT/NOURISHING SOFT & SMOOTH SHAMPOO + FREE LIFEBUOY/75/GM/EWRPK/SAKURA AND PINK CLAY,80.0,ML,80 ML,PLBOT ,0,63972.0,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK NOURISHING SOFT & SMOOTH SHAMPOO 5 NATURAL OILS EGG PROTEIN & VITAMIN C ACTIVE MIX 80 ML PLBOT + FREE LIFEBUOY GLOWING SKIN SAKURA AND PINK CLAY SOAP 75 GM EWRPK,80.0,ML,80.00 ML,PLBOT,,"1. SUNSILK NOURISHING SOFT & SMOOTH SHAMPOO
   2. LIFEBUY GLOWING SKIN SAKURA AND PINK CLAY SOAP",
NESTLE LANKA,NESTOMALT,NESTOMALT/400/GM/CDBOX/1ST CUP MALTED FOOD + FREE MAGGI/75/GM/PLPCH/PAPARE KOTTU,400.0,GM,400 GM,CDBOX ,0,63993.0,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400.0,GM,400.00 GM,CDBOX,,"NESTOMALT 1 ST CUP MALTED FOOD, Maggi Papare Kottu",
SHINEGLOW HERBAL PRODUCTS,SHINEGLOW,SHINEGLOW/12.5/GM/CDBOX/NIGHT WHITENING CREAM,12.5,GM,12.5 GM,CDBOX ,1,,,,,,,,,MANUFACTURE,,
PT.UNZA VITALIS,ENCHANTEUR,"ENCHANTEUR/100/ML/PLBOT/ROMANTIC VISIBLY RADIANT SKIN VITAMIN A,C,E & NIACINAMIDE",100.0,ML,100 ML,PLBOT ,1,,,,,,,,,MANUFACTURE,,
ACE HEALTHCARE PVT LTD,SWABHA CEYLON,SWABHA CEYLON/180/ML/PLBOT/LONG AND STRONG CONDITIONER HIBISCUS JATAMANSI,180.0,ML,180 ML,PLBOT ,2,,,,,,,,,ITEMDESC,Long and Strong Conditioner Hibiscus Jatamansi,
UNILEVER SRI LANKA LTD,VASELINE,VASELINE/100/ML/PLBOT/COCOA GLOW 48 HR LONG LASTING MOISTURIZATION WITH PURE COCOA & SHEA BUTTER SERUM IN LOTION,100.0,ML,100 ML,PLBOT ,2,,,,,,,,,ITEMDESC,Cocoa Glow 48 HR Long Lasting Moisturization with Pure Cocoa & Shea Butter Serum in Lotion,
PT.UNZA VITALIS,ENCHANTEUR,"ENCHANTEUR/100/ML/PLBOT/ENTICING VISIBLY RADIANT SKIN VITAMIN A,C,E & NIACINAMIDE",100.0,ML,100 ML,PLBOT ,1,,,,,,,,,MANUFACTURE,,
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA/67/GM/PLPCH/LEMONGRASS,67.0,GM,67 GM,PLPCH ,1,,,,,,,,,PACKTYPE,,63961
HEMAS PHARMACEUTICALS (PVT) LTD,ENFAGROW A+,ENFAGROW A+PRO/400/GM/TIN/NUTRITIONAL SUPPLEMENT /STAGE 3/SAVE RS.300/=,400.0,GM,400 GM,TIN,1,,,,,,,,,BRAND,,63985
KR ENTERPRISES,ISRAA LEMON,ISRAA/200/ML/PBT/LEMON FLAVOURED DRINK,200.0,ML,200ML,PBT,1,,,,,,,,,PACKTYPE,,14608
KR ENTERPRISES,ISRAA MANGO MIX,ISRAA/200/ML/PBT/MANGO MIX DRINK,200.0,ML,200ML,PBT,1,,,,,,,,,BRAND,,14609
KR ENTERPRISES,ISRAA GREEN APPLE,ISRAA/200/ML/PBT/GREEN APPLE JUICE ,200.0,ML,200ML,PBT,1,,,,,,,,,PACKTYPE,,14607
KR ENTERPRISES,ISRAA SELFIE,ISRAA/200/ML/PBT/SELFIE DRINK,200.0,ML,200ML,PBT,1,,,,,,,,,BRAND,,
KR ENTERPRISES,ISRAA GREEN APPLE,ISRAA/500/ML/PBT/GREEN APPLE JUICE,500.0,ML,500ML,PBT,1,,,,,,,,,PACKTYPE,,14607
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/25/GM/PLPCH/REAL COCONUT MILK POWDER ,25.0,GM,25GM,PLPCH ,0,63953.0,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 25 GM PLPCH,25.0,GM,25.00 GM,PLPCH,,Maggi Real Coconut Milk Powder,
CEYLON BISCUITS LIMITED,MUNCHEE ,MUNCHEE/340/G/PLPCH/CAROL COOKIES,340.0,GM,340G,PLPCH ,1,,,,,,,,,BRAND,,64092
ICL MARKETING,SAFE + GUARD,SAFE + GUARD MANDARIN TOUCH SOAP /FREE SAFE GARD MINT BREEZE 70*2 (140GM)SAVE 20,70.0,,70*2,PLPCH,1,,,,,,,,,PACKSIZE,,62268
SURASA CEYLON GROUP HOLDING PVT LTD,NEET,NEAT - DISH WASH 250ML,250.0,ML,250ML,PLBOT,1,,,,,,,,,MANUFACTURE,,
MAXX ENTERPRISES,MAXX,MAXX HOME CARE TOILET BOWL CLEANER FLOWER 300ML,300.0,ML,300ML,PLBOT,1,,,,,,,,,MANUFACTURE,,
UPALI CONSUMER PRODUCTS (PVT)LTD,SIKURU,SIKURU LIME FRAGRANCE LAUNDRY BAR 115Ã—2 (230)GM,115.0,,115Ã—2,EWRPK,1,,,,,,,,,MANUFACTURE,,
WIJAYA PRODUCTS (PVT) LTD,WIJAYA,WIJAYA PURE CEYLON TEA/20/GM/PLPCH ,20.0,GM,20GM,PLPCH ,2,,,,,,,,,ITEMDESC,WIJAYA PURE CEYLON TEA,
CEYLON COLD STORES,ELEPHANT HOUSE ,ELEPHANT HOUSE /80/ML/PL CUP/NO-1/CHOCO NUT VANILLA,80.0,ML,80ML,PL CUP,1,,,,,,,,,BRAND,,
HEMAS PHARMACEUTICALS (PVT) LTD,ENFAGROW A + 3,ENFAGROW A +3/400G/TIN/STAGE 3 FOR 1-3 YEAR OLD CHILDREN SAVE RS 300.00,400.0,GM,400G,TIN,0,63985.0,HEMAS PHARMACEUTICALS (PVT) LTD,ENFAGROW A + 3,ENFAGROW (HEMAS) A+ PRO STAGE 3 VANILLA FOR 1-3 YEARS 400 GM TIN-NUTRITIONAL SUPPLEMENT + SAVE RS 300,400.0,GM,400.00 GM,TIN,,ENFAGROW  A+ PRO STAGE 3 VANILLA,
BOMBAY CORDIAL,BOMBAY CORDIAL ,BOMBAY CORDIAL/200/ML/PBT/NATURAL NELLI DRINK ,200.0,ML,200 ML,PBT,1,,,,,,,,,MANUFACTURE,,
SAMAN FOODS PVT LTD,SAMAN,SAMAN/50/GM/CURRY POWDER,50.0,GM,50 GM,PLPCH,1,,,,,,,,,MANUFACTURE,,
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA67/G/EWRPK/LEMONGRASS,67.0,GM,67G,EWRPK,2,,,,,,,,,ITEMDESC,KHOMBA67/G/EWRPK,
STAR KING PVT,STAR KING,STAR KING/100/ML/PBT/CLORAX,100.0,ML,100ML,PBT,1,,,,,,,,,MANUFACTURE,,64065
UNIRO PAINTS (PVT) LTD,SUPERLUX,SUPERLUX/4/L/BUCKET/WEATHER PROOF/BRILLIANT WHITE/EXTERIOR ,4.0,LTR,4 L,BUCKET ,1,,,,,,,,,MANUFACTURE,,
LEOAN MILK FOODS (PVT) LTD,LEOAN ,"LEOAN MILK/180/ML/GLBOT/STERILIZED FLAVOURED MILK,CHOCOLATE ",180.0,ML,180ML,GLBOT ,1,,,,,,,,,BRAND,,14612
